Stock,Date,Actual,ES,SVR,RF,ARIMA,BP,ELM,LSTM,VMD_LSTM,Proposed
EnergyFuels,2022-05-19,6.010000228881836,8.480000495910645,10.238868713378906,5.956200122833252,7.510000228881836,7.386326313018799,12.048151016235352,7.24055290222168,8.231835128739476,1.4926148932427168
EnergyFuels,2022-05-20,6.059999942779541,8.480000495910645,9.929628372192383,6.182600021362305,7.510000228881836,7.414700031280518,12.205551147460938,7.363559722900391,8.006679043639451,1.5393744241446257
EnergyFuels,2022-05-23,6.320000171661377,8.480000495910645,10.286537170410156,6.229400157928467,7.510000228881836,7.401465892791748,11.385666847229004,7.446582794189453,7.905471610371023,1.434517852962017
EnergyFuels,2022-05-24,6.119999885559082,8.480000495910645,9.317687034606934,6.633599758148193,7.510000228881836,7.4153618812561035,8.119924545288086,7.363452911376953,7.863442710135132,2.0944841373711824
EnergyFuels,2022-05-25,6.25,8.480000495910645,9.286986351013184,6.309000015258789,7.510000228881836,7.419396877288818,7.2929816246032715,7.262693405151367,8.062170637771487,1.791565004736185
EnergyFuels,2022-05-26,6.5,8.480000495910645,9.398087501525879,6.450399875640869,7.510000228881836,7.420634746551514,6.108664035797119,7.332280158996582,7.930952232796699,1.7045643366873264
EnergyFuels,2022-05-27,6.639999866485596,8.480000495910645,9.9905366897583,6.899799823760986,7.510000228881836,7.596475124359131,4.724369049072266,7.620131492614746,8.244107516948134,1.6109749134629965
EnergyFuels,2022-05-31,6.409999847412109,8.480000495910645,10.136835098266602,6.933000087738037,7.510000228881836,7.770848751068115,4.686113357543945,7.822949409484863,8.250745257828385,1.7569709159433842
EnergyFuels,2022-06-01,6.130000114440918,8.480000495910645,9.974191665649414,6.898000240325928,7.510000228881836,7.72349214553833,7.580205917358398,7.809365272521973,8.04092474700883,1.8695519994944334
EnergyFuels,2022-06-02,6.730000019073486,8.480000495910645,10.316391944885254,6.2870001792907715,7.510000228881836,7.667697429656982,9.050228118896484,7.79909610748291,7.882013172376901,1.639493938535452
EnergyFuels,2022-06-03,6.559999942779541,8.480000495910645,10.44395637512207,6.791600227355957,7.510000228881836,7.828667163848877,9.939627647399902,7.999760627746582,7.992220334708691,2.0543296821415424
EnergyFuels,2022-06-06,6.570000171661377,8.480000495910645,10.879414558410645,6.790999889373779,7.510000228881836,7.79940938949585,13.128040313720703,8.068624496459961,7.997057752683759,1.8781024180352688
EnergyFuels,2022-06-07,7.420000076293945,8.480000495910645,10.969605445861816,6.727399826049805,7.510000228881836,7.790016174316406,13.530134201049805,8.091354370117188,7.838274896144867,1.9519081879407167
EnergyFuels,2022-06-08,7.179999828338623,8.480000495910645,11.195082664489746,7.7330002784729,7.510000228881836,7.8630595207214355,10.771605491638184,8.373336791992188,7.880533328279853,2.0920467786490917
EnergyFuels,2022-06-09,6.460000038146973,8.480000495910645,11.719924926757812,7.260799884796143,7.510000228881836,7.8678693771362305,10.302545547485352,8.581212997436523,7.9433343186974525,1.9400188997387886
EnergyFuels,2022-06-10,6.349999904632568,8.480000495910645,11.809493064880371,6.769800186157227,7.510000228881836,7.719534397125244,11.985259056091309,8.391448020935059,8.14177805930376,1.426333686336875
EnergyFuels,2022-06-13,5.639999866485596,8.480000495910645,12.074533462524414,6.746600151062012,7.510000228881836,7.495472431182861,13.902678489685059,8.249916076660156,7.8912049029022455,1.323829710483551
EnergyFuels,2022-06-14,5.25,8.480000495910645,13.724233627319336,5.694000244140625,7.510000228881836,7.446557521820068,12.79123592376709,7.929525375366211,8.178100139368325,1.201780155301094
EnergyFuels,2022-06-15,5.519999980926514,8.480000495910645,13.132405281066895,5.331200122833252,7.510000228881836,7.244858264923096,16.151493072509766,7.642269134521484,7.6439767689444125,0.8427485693246126
EnergyFuels,2022-06-16,5.21999979019165,8.480000495910645,11.719682693481445,5.530600070953369,7.510000228881836,7.137096881866455,14.21969223022461,7.453464508056641,7.1537166316993535,0.7034978587180376
EnergyFuels,2022-06-17,5.25,8.480000495910645,12.143608093261719,5.2881999015808105,7.510000228881836,7.060066223144531,13.866543769836426,7.2000579833984375,7.074304191861302,0.589189350605011
EnergyFuels,2022-06-21,5.550000190734863,8.480000495910645,10.776655197143555,5.234799861907959,7.510000228881836,6.909719944000244,18.620182037353516,6.9438676834106445,6.267930474132299,0.570875745266676
EnergyFuels,2022-06-22,5.21999979019165,8.480000495910645,10.713666915893555,5.585000038146973,7.510000228881836,7.009562969207764,15.648072242736816,7.053576469421387,6.580870607867837,0.4999483171850443
EnergyFuels,2022-06-23,5.28000020980835,8.480000495910645,9.76677417755127,5.214000225067139,7.510000228881836,6.900883674621582,14.524928092956543,6.7845354080200195,6.311019590124488,0.5585494469851255
EnergyFuels,2022-06-24,5.710000038146973,8.480000495910645,9.72152042388916,5.267600059509277,7.510000228881836,6.875681400299072,17.214275360107422,6.748948097229004,6.078985270112753,0.5579619370400906
EnergyFuels,2022-06-27,5.840000152587891,8.480000495910645,10.200971603393555,5.8765997886657715,7.510000228881836,7.081101417541504,11.121864318847656,7.132465362548828,6.423164103645831,0.5197790488600731
EnergyFuels,2022-06-28,5.489999771118164,8.480000495910645,10.227554321289062,6.048799991607666,7.510000228881836,7.081148147583008,8.4463529586792,7.327401161193848,6.468133570160717,0.7513950802385807
EnergyFuels,2022-06-29,5.21999979019165,8.480000495910645,11.022047996520996,5.4079999923706055,7.510000228881836,7.062816143035889,12.897588729858398,7.37290096282959,6.429512389469892,0.30021639354526997
EnergyFuels,2022-06-30,4.909999847412109,8.480000495910645,10.819344520568848,5.188000202178955,7.510000228881836,7.042585372924805,11.68543529510498,7.203168869018555,6.438673777971417,0.24943968281149864
EnergyFuels,2022-07-01,5.130000114440918,8.480000495910645,10.104945182800293,5.0725998878479,7.510000228881836,6.902958393096924,15.75855541229248,6.905342102050781,5.963783457875252,0.48170497827231884
EnergyFuels,2022-07-05,4.880000114440918,8.480000495910645,10.640893936157227,5.121600151062012,7.510000228881836,7.000598430633545,8.702706336975098,7.126834869384766,6.135252134408802,0.2806909326463938
EnergyFuels,2022-07-06,4.909999847412109,8.480000495910645,10.084610939025879,5.031000137329102,7.510000228881836,6.483919143676758,14.012869834899902,6.655754089355469,5.912810809910297,0.4654909074306488
EnergyFuels,2022-07-07,5.389999866485596,8.480000495910645,10.384121894836426,5.044600009918213,7.510000228881836,6.319061756134033,13.013712882995605,6.519227981567383,6.006367336958647,0.20438960939645767
EnergyFuels,2022-07-08,5.440000057220459,8.480000495910645,11.00434684753418,5.4131999015808105,7.510000228881836,6.732558727264404,10.253379821777344,6.868073463439941,6.169852269813418,0.10476396232843399
EnergyFuels,2022-07-11,5.210000038146973,8.480000495910645,11.23159408569336,5.444399833679199,7.510000228881836,6.902477741241455,5.804103374481201,7.039928436279297,6.109494280535728,0.041573790833353996
EnergyFuels,2022-07-12,5.190000057220459,8.480000495910645,11.398629188537598,5.199999809265137,7.510000228881836,6.791222095489502,8.007035255432129,6.887923240661621,6.36902079731226,0.036404818296432495
EnergyFuels,2022-07-13,5.28000020980835,8.480000495910645,10.366729736328125,5.151000022888184,7.510000228881836,6.0922675132751465,12.880270004272461,6.355718612670898,6.3347599022090435,0.5058303475379944
EnergyFuels,2022-07-14,5.309999942779541,8.480000495910645,10.370182037353516,5.199399948120117,7.510000228881836,6.103975772857666,12.308881759643555,6.395169258117676,6.32384223677218,0.6445726361125708
EnergyFuels,2022-07-15,5.449999809265137,8.480000495910645,10.790487289428711,5.371200084686279,7.510000228881836,5.948060035705566,11.851892471313477,6.344554901123047,6.285973833873868,0.5470350980758667
EnergyFuels,2022-07-18,5.5,8.480000495910645,10.778321266174316,5.401400089263916,7.510000228881836,6.228885650634766,7.601998329162598,6.380038261413574,6.413226807489991,0.33353823237121105
EnergyFuels,2022-07-19,5.889999866485596,8.480000495910645,11.056021690368652,5.4019999504089355,7.510000228881836,6.631078243255615,9.351806640625,6.8037896156311035,6.275233456864953,0.1820913702249527
EnergyFuels,2022-07-20,5.989999771118164,8.480000495910645,10.933832168579102,5.988800048828125,7.510000228881836,6.960939884185791,6.203904628753662,7.016942501068115,6.437668616417795,0.4160420820116997
EnergyFuels,2022-07-21,5.809999942779541,8.480000495910645,11.095438957214355,6.206399917602539,7.510000228881836,6.817317485809326,6.242708683013916,7.00714111328125,6.40648426534608,0.5072984471917152
EnergyFuels,2022-07-22,5.340000152587891,8.480000495910645,10.240936279296875,5.968400001525879,7.510000228881836,6.4481282234191895,4.837032794952393,6.578141212463379,6.617465013638139,0.8242743723094463
EnergyFuels,2022-07-25,5.679999828338623,8.480000495910645,9.897550582885742,5.369999885559082,7.510000228881836,6.278958320617676,4.504800319671631,6.403714179992676,6.532195711508393,0.6896370612084866
EnergyFuels,2022-07-26,5.619999885559082,8.480000495910645,10.034707069396973,5.751399993896484,7.510000228881836,6.461376190185547,5.84797477722168,6.522097587585449,6.54988750629127,0.8594743497669697
EnergyFuels,2022-07-27,6.170000076293945,8.480000495910645,10.172098159790039,5.736599922180176,7.510000228881836,6.178925037384033,8.46466064453125,6.448751926422119,6.5157849080860615,0.9436499401926994
EnergyFuels,2022-07-28,6.53000020980835,8.480000495910645,10.226423263549805,6.426199913024902,7.510000228881836,6.559685707092285,5.777913570404053,6.667888641357422,6.594800211489201,1.0462785381823778
EnergyFuels,2022-07-29,6.710000038146973,8.480000495910645,10.339791297912598,6.640600204467773,7.510000228881836,6.543629169464111,4.852437496185303,6.699397087097168,6.652930347248912,1.0747516248375177
EnergyFuels,2022-08-01,6.519999980926514,8.480000495910645,10.66514778137207,6.879199981689453,7.510000228881836,6.854607105255127,3.7375898361206055,6.89633846282959,6.6996181178838015,1.1472925953567028
EnergyFuels,2022-08-02,6.699999809265137,8.480000495910645,9.586711883544922,6.775599956512451,7.510000228881836,6.554845333099365,5.843114852905273,6.710410118103027,7.012379173189402,1.5585698261857033
EnergyFuels,2022-08-03,6.71999979019165,8.480000495910645,9.958097457885742,6.877600193023682,7.510000228881836,6.546288967132568,7.5625691413879395,6.697251319885254,7.2501954063773155,1.7655615117400885
EnergyFuels,2022-08-04,6.699999809265137,8.480000495910645,10.00224494934082,6.733399868011475,7.510000228881836,6.3086256980896,4.875935077667236,6.431653022766113,7.367412101477385,1.978500021621585
EnergyFuels,2022-08-05,6.980000019073486,8.480000495910645,9.500967025756836,6.734399795532227,7.510000228881836,6.166383266448975,5.55410623550415,6.321466445922852,7.240055659785867,2.157048761844635
EnergyFuels,2022-08-08,7.170000076293945,8.480000495910645,10.020769119262695,6.835400104522705,7.510000228881836,6.1324357986450195,4.781840801239014,6.428784370422363,7.263560006394982,2.1718552447855473
EnergyFuels,2022-08-09,6.840000152587891,8.480000495910645,9.69715690612793,7.059000015258789,7.510000228881836,6.438901424407959,5.004213333129883,6.759366035461426,7.4548132456839085,2.5498125459998846
EnergyFuels,2022-08-10,6.949999809265137,8.480000495910645,9.483325958251953,6.821400165557861,7.510000228881836,6.461981296539307,5.368227481842041,6.793631076812744,7.465499287471175,2.522162100300193
EnergyFuels,2022-08-11,6.980000019073486,8.480000495910645,9.339890480041504,6.878799915313721,7.510000228881836,6.875555038452148,4.203617095947266,6.868643760681152,7.549071796704084,2.5700834430754185
EnergyFuels,2022-08-12,6.989999771118164,8.480000495910645,9.480035781860352,6.763999938964844,7.510000228881836,6.965653896331787,2.3377268314361572,7.07624626159668,7.495762462262064,2.6254109758883715
EnergyFuels,2022-08-15,6.820000171661377,8.480000495910645,9.680241584777832,6.779000282287598,7.510000228881836,6.952473163604736,3.8005547523498535,7.034930229187012,7.707801327574998,2.812051547691226
EnergyFuels,2022-08-16,6.789999961853027,8.480000495910645,9.663877487182617,6.782199859619141,7.510000228881836,6.8718953132629395,8.392913818359375,7.252056121826172,7.822902417276055,2.979277584236115
EnergyFuels,2022-08-17,6.190000057220459,8.480000495910645,9.461621284484863,6.751800060272217,7.510000228881836,6.681303977966309,8.843247413635254,7.15187931060791,7.657666175626218,3.083699484821409
EnergyFuels,2022-08-18,6.289999961853027,8.480000495910645,9.465490341186523,6.33459997177124,7.510000228881836,6.736710071563721,8.217303276062012,7.065128326416016,7.602408257313073,2.7322807903401554
EnergyFuels,2022-08-19,5.909999847412109,8.480000495910645,10.206060409545898,6.413400173187256,7.510000228881836,6.821698188781738,8.840986251831055,7.103828430175781,7.718125079292804,2.5400800830684602
EnergyFuels,2022-08-22,5.690000057220459,8.480000495910645,10.336151123046875,6.013400077819824,7.510000228881836,6.67616605758667,8.68616771697998,7.024682998657227,7.631972944363952,2.2637773188762367
EnergyFuels,2022-08-23,6.059999942779541,8.480000495910645,10.415238380432129,5.692999839782715,7.510000228881836,6.468539714813232,7.589867115020752,6.9515275955200195,7.44085278455168,2.326377074699849
EnergyFuels,2022-08-24,7.300000190734863,8.480000495910645,10.436362266540527,6.2891998291015625,7.510000228881836,6.7373175621032715,7.8767008781433105,6.975726127624512,7.543032785877585,2.1374324555508792
EnergyFuels,2022-08-25,7.329999923706055,8.480000495910645,10.78664493560791,7.2708001136779785,7.510000228881836,6.8368330001831055,10.213401794433594,7.021812438964844,7.659735083580017,2.477092649322003
EnergyFuels,2022-08-26,7.039999961853027,8.480000495910645,10.65593433380127,7.821400165557861,7.510000228881836,6.790864944458008,9.326701164245605,7.104631423950195,7.685249211266637,2.494491038378328
EnergyFuels,2022-08-29,7.760000228881836,8.480000495910645,10.640925407409668,7.013999938964844,7.510000228881836,6.607211112976074,10.470425605773926,7.0402326583862305,7.65250201895833,2.385155530180782
EnergyFuels,2022-08-30,7.909999847412109,8.480000495910645,11.134889602661133,7.859799861907959,7.510000228881836,6.927330017089844,10.872082710266113,7.372126579284668,7.81003144942224,2.737987481057644
EnergyFuels,2022-08-31,8.119999885559082,8.480000495910645,10.577264785766602,7.915800094604492,7.510000228881836,6.49361515045166,11.334611892700195,7.240527153015137,7.86590944044292,3.5424099205993116
EnergyFuels,2022-09-01,7.25,8.480000495910645,10.39664077758789,8.206199645996094,7.510000228881836,6.236307621002197,11.898033142089844,7.149655342102051,7.794540874660015,3.6951228636316955
EnergyFuels,2022-09-02,7.239999771118164,8.480000495910645,10.809389114379883,7.28980016708374,7.510000228881836,5.690350532531738,9.52493667602539,6.902766227722168,7.582502903416753,3.201210172381252
EnergyFuels,2022-09-06,7.199999809265137,8.480000495910645,10.643133163452148,7.340000152587891,7.510000228881836,5.6941938400268555,9.61499309539795,6.905160903930664,7.581558130681515,3.4679438932798803
EnergyFuels,2022-09-07,7.300000190734863,8.480000495910645,11.003604888916016,7.284800052642822,7.510000228881836,5.623527526855469,9.003890991210938,6.955903053283691,7.448707580566406,3.6305539454333484
EnergyFuels,2022-09-08,7.670000076293945,8.480000495910645,10.405694007873535,7.4832000732421875,7.510000228881836,5.008870601654053,7.031558990478516,6.913393020629883,7.009018929675221,3.904723060782999
EnergyFuels,2022-09-09,7.679999828338623,8.480000495910645,10.47972297668457,7.8155999183654785,7.510000228881836,5.283066749572754,8.65416145324707,7.020487308502197,7.245278330519795,3.6654232661239803
EnergyFuels,2022-09-12,7.559999942779541,8.480000495910645,10.404072761535645,7.80079984664917,7.510000228881836,6.072308540344238,9.789341926574707,7.225266456604004,7.645883670076728,3.57794409384951
EnergyFuels,2022-09-13,7.139999866485596,8.480000495910645,10.085807800292969,7.65939998626709,7.510000228881836,6.431835174560547,9.10327434539795,7.3424177169799805,7.810615235939622,3.653322550933808
EnergyFuels,2022-09-14,7.239999771118164,8.480000495910645,10.775049209594727,6.99560022354126,7.510000228881836,5.851555347442627,7.885043144226074,7.077536106109619,7.463666126132011,3.5295559163205326
EnergyFuels,2022-09-15,6.730000019073486,8.480000495910645,10.767035484313965,7.397200107574463,7.510000228881836,6.017324924468994,9.459088325500488,7.0603227615356445,7.627745179459453,3.51058699330315
EnergyFuels,2022-09-16,6.510000228881836,8.480000495910645,10.444032669067383,6.704800128936768,7.510000228881836,5.3006510734558105,6.984220504760742,6.8046183586120605,7.193325946107507,3.3861679541878402
EnergyFuels,2022-09-19,6.699999809265137,8.480000495910645,10.42879581451416,6.471399784088135,7.510000228881836,5.094865798950195,7.002929210662842,6.580146789550781,7.126363040879369,3.10265022655949
EnergyFuels,2022-09-20,6.380000114440918,8.480000495910645,10.487143516540527,6.622399806976318,7.510000228881836,5.157984256744385,8.514867782592773,6.521439552307129,7.1659832932055,2.895160179119557
EnergyFuels,2022-09-21,6.25,8.480000495910645,10.655328750610352,6.560999870300293,7.510000228881836,4.775812149047852,7.051231384277344,6.329856872558594,6.83555811829865,2.816351547371596
EnergyFuels,2022-09-22,5.960000038146973,8.480000495910645,10.758845329284668,6.325799942016602,7.510000228881836,4.310446739196777,6.419137477874756,6.103205680847168,6.449313838034868,2.6104308920912445
EnergyFuels,2022-09-23,5.590000152587891,8.480000495910645,11.255718231201172,6.141200065612793,7.510000228881836,4.160579681396484,7.542330265045166,6.0025177001953125,6.4494301080703735,2.2189151304773986
EnergyFuels,2022-09-26,5.420000076293945,8.480000495910645,12.265368461608887,5.624599933624268,7.510000228881836,3.262606620788574,4.14599609375,5.595301628112793,5.585229827091098,2.3926872364245355
EnergyFuels,2022-09-27,5.739999771118164,8.480000495910645,12.980376243591309,5.428599834442139,7.510000228881836,2.901550769805908,3.1391289234161377,5.241137504577637,5.121746837161481,2.3548532775603235
EnergyFuels,2022-09-28,6.25,8.480000495910645,13.142985343933105,5.775599956512451,7.510000228881836,3.0955586433410645,5.763443470001221,5.315347671508789,5.254213532432914,2.3475898294709623
EnergyFuels,2022-09-29,6.039999961853027,8.480000495910645,12.15554141998291,6.3105998039245605,7.510000228881836,3.695030689239502,6.579845905303955,5.614904403686523,5.946072109043598,2.165245912503451
EnergyFuels,2022-09-30,6.119999885559082,8.480000495910645,11.916204452514648,6.146599769592285,7.510000228881836,3.580500602722168,6.53786563873291,5.4022674560546875,5.64940264634788,2.0333037790842354
EnergyFuels,2022-10-03,6.5,8.480000495910645,11.6583251953125,6.044400215148926,7.510000228881836,3.343075752258301,5.947295665740967,5.125843048095703,5.3724243231117725,1.989058957900852
EnergyFuels,2022-10-04,6.820000171661377,8.480000495910645,11.815204620361328,6.604400157928467,7.510000228881836,4.053687572479248,8.686408042907715,5.5457000732421875,6.166471768170595,2.0065253409557045
EnergyFuels,2022-10-05,6.889999866485596,8.480000495910645,10.991920471191406,6.808199882507324,7.510000228881836,4.897836685180664,10.833711624145508,5.901630401611328,6.73802849277854,2.235509699676186
EnergyFuels,2022-10-06,6.809999942779541,8.480000495910645,11.900086402893066,6.810400009155273,7.510000228881836,4.973376750946045,11.445900917053223,5.951775550842285,6.904492923989892,2.0183737855404615
EnergyFuels,2022-10-07,6.75,8.480000495910645,13.09764575958252,6.799600124359131,7.510000228881836,4.971156120300293,12.071420669555664,5.857351303100586,6.832369638606906,1.9239553064107895
EnergyFuels,2022-10-10,6.150000095367432,8.480000495910645,14.002867698669434,6.66540002822876,7.510000228881836,5.283233642578125,13.528770446777344,6.107293128967285,6.9505032338202,1.8305640183389187
EnergyFuels,2022-10-11,6.25,8.480000495910645,13.984513282775879,6.269000053405762,7.510000228881836,4.940437316894531,9.692758560180664,5.942619323730469,7.0098664332181215,1.9285089056938887
EnergyFuels,2022-10-12,6.150000095367432,8.480000495910645,14.005846977233887,6.376800060272217,7.510000228881836,4.651654243469238,9.426246643066406,5.72126579284668,6.711593795567751,2.0742517933249474
EnergyFuels,2022-10-13,6.46999979019165,8.480000495910645,13.88355541229248,6.356400012969971,7.510000228881836,4.380122184753418,9.862992286682129,5.483638763427734,6.278492333367467,1.9612028673291206
EnergyFuels,2022-10-14,6.059999942779541,8.480000495910645,13.325981140136719,6.872399806976318,7.510000228881836,4.914895057678223,12.251933097839355,5.680402755737305,6.548893064260483,1.8679517470300198
EnergyFuels,2022-10-17,6.610000133514404,8.480000495910645,13.579071044921875,6.253799915313721,7.510000228881836,4.183069229125977,11.17814826965332,5.344700336456299,5.996427336707711,1.6095349565148354
EnergyFuels,2022-10-18,6.690000057220459,8.480000495910645,12.4413480758667,6.7444000244140625,7.510000228881836,4.445163726806641,12.175427436828613,5.641260147094727,6.239577304571867,2.1146182157099247
EnergyFuels,2022-10-19,6.610000133514404,8.480000495910645,12.211512565612793,6.735199928283691,7.510000228881836,4.10378360748291,10.439785957336426,5.541472911834717,6.093002386391163,2.2405086997896433
EnergyFuels,2022-10-20,6.71999979019165,8.480000495910645,13.175573348999023,6.780200004577637,7.510000228881836,4.353861331939697,10.487841606140137,5.646975517272949,6.477756418287754,2.1436205487698317
EnergyFuels,2022-10-21,7.019999980926514,8.480000495910645,13.161547660827637,6.76200008392334,7.510000228881836,4.385130882263184,11.113397598266602,5.623729705810547,6.511933354660869,1.9383869674056768
EnergyFuels,2022-10-24,6.960000038146973,8.480000495910645,12.644546508789062,6.88040018081665,7.510000228881836,4.5711774826049805,11.49176025390625,5.603405475616455,6.552013818174601,2.248464796692133
EnergyFuels,2022-10-25,7.269999980926514,8.480000495910645,12.728434562683105,6.861000061035156,7.510000228881836,4.545220375061035,8.847658157348633,5.495438575744629,6.634886123239994,2.234121572226286
EnergyFuels,2022-10-26,7.460000038146973,8.480000495910645,12.024308204650879,7.433800220489502,7.510000228881836,4.85885763168335,9.568535804748535,5.748333930969238,6.935000041499734,2.3778036758303642
EnergyFuels,2022-10-27,7.179999828338623,8.480000495910645,11.494547843933105,7.7434000968933105,7.510000228881836,5.235427379608154,12.069334983825684,5.9996747970581055,7.1299761813133955,2.3242426570504904
EnergyFuels,2022-10-28,7.300000190734863,8.480000495910645,12.241554260253906,7.290800094604492,7.510000228881836,5.254580020904541,11.53162670135498,6.026576995849609,7.225331645458937,2.1875270381569862
EnergyFuels,2022-10-31,7.199999809265137,8.480000495910645,12.366683959960938,7.430799961090088,7.510000228881836,5.165039539337158,8.4249267578125,5.93559455871582,7.415038349106908,2.201214523985982
EnergyFuels,2022-11-01,7.010000228881836,8.480000495910645,12.493549346923828,7.326399803161621,7.510000228881836,4.850083827972412,8.634346008300781,6.074357986450195,7.458577079698443,2.5515412385575473
EnergyFuels,2022-11-02,6.630000114440918,8.480000495910645,12.164166450500488,6.944000244140625,7.510000228881836,5.510293960571289,19.69898223876953,6.375753402709961,7.578919475898147,2.5458457763306797
EnergyFuels,2022-11-03,6.699999809265137,8.480000495910645,12.06715202331543,6.636600017547607,7.510000228881836,5.585959434509277,21.407978057861328,6.394987106323242,7.37887442111969,2.1743835327215493
EnergyFuels,2022-11-04,6.909999847412109,8.480000495910645,12.928459167480469,6.643799781799316,7.510000228881836,4.984918117523193,20.095365524291992,6.289559364318848,7.311665924265981,2.3190218121744692
EnergyFuels,2022-11-07,7.199999809265137,8.480000495910645,11.836996078491211,6.7220001220703125,7.510000228881836,5.866114616394043,21.523529052734375,6.678678512573242,7.324387706816196,2.2336342404596508
EnergyFuels,2022-11-08,7.519999980926514,8.480000495910645,11.090683937072754,7.210999965667725,7.510000228881836,6.001615524291992,21.103103637695312,6.801535606384277,7.518979139626026,2.567269132938236
EnergyFuels,2022-11-09,6.96999979019165,8.480000495910645,10.498147964477539,7.9506001472473145,7.510000228881836,5.8128228187561035,20.803388595581055,6.739811897277832,7.568896042183042,2.889892620500177
EnergyFuels,2022-11-10,7.389999866485596,8.480000495910645,10.818044662475586,6.869800090789795,7.510000228881836,5.0211591720581055,18.693035125732422,6.490142822265625,7.301102549768984,2.782947793137282
EnergyFuels,2022-11-11,7.699999809265137,8.480000495910645,9.671380996704102,7.706999778747559,7.510000228881836,5.87740421295166,16.901233673095703,6.68898344039917,7.679182452149689,3.014608174096793
EnergyFuels,2022-11-14,7.519999980926514,8.480000495910645,8.89761734008789,7.858799934387207,7.510000228881836,6.395130634307861,16.7325496673584,6.948395729064941,7.821461997926235,3.274355322588235
EnergyFuels,2022-11-15,7.460000038146973,8.480000495910645,8.724625587463379,7.706200122833252,7.510000228881836,6.102734088897705,16.138782501220703,6.825334548950195,7.68772482033819,3.534501751419157
EnergyFuels,2022-11-16,7.0,8.480000495910645,8.598331451416016,7.668600082397461,7.510000228881836,6.306097030639648,15.505766868591309,6.997941017150879,7.762664643116295,3.4584601442329586
EnergyFuels,2022-11-17,6.989999771118164,8.480000495910645,8.388339042663574,6.979599952697754,7.510000228881836,6.11784029006958,14.640106201171875,6.856605529785156,7.638404967263341,3.4277386837638915
EnergyFuels,2022-11-18,7.019999980926514,8.480000495910645,8.296137809753418,6.799799919128418,7.510000228881836,5.414512634277344,12.694334030151367,6.613197326660156,7.207706675864756,3.6443085013888776
EnergyFuels,2022-11-21,6.739999771118164,8.480000495910645,8.355400085449219,6.822800159454346,7.510000228881836,5.053779602050781,12.564081192016602,6.532671928405762,7.031750799156725,3.5749370618723333
EnergyFuels,2022-11-22,6.840000152587891,8.480000495910645,8.805888175964355,6.652200222015381,7.510000228881836,4.692366123199463,12.709615707397461,6.514034271240234,6.960714779794216,3.2963539413176477
EnergyFuels,2022-11-23,6.880000114440918,8.480000495910645,8.707356452941895,6.68120002746582,7.510000228881836,5.0666728019714355,14.135014533996582,6.454642295837402,7.0903882794082165,3.015003798995167
